account_id,customer_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,account_id,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,customer_id,customer_status,churn_label,churn_category,churn_reason,customer_id,gender,age,senior_citizen,married,num_dependents,zip_code,area_id,zip_code,city_name,latitude,longitude,population
AQUG-OXKDE,3606-SBKRY,31,0,Yes,DSL,Yes,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",AQUG-OXKDE,0,0,5,Yes,Yes,Yes,50.05,1523.4,0,3606-SBKRY,Stayed,No,NULL,NULL,3606-SBKRY,Male,35,No,No,0,95236,1145,95236,Linden,38.0477,-121.031,3148
ARAA-XSJEP,2984-MIIZL,4,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",ARAA-XSJEP,7.26,29.04,29,No,No,No,74.8,321.9,0,2984-MIIZL,Churned,Yes,Dissatisfaction,"Network reliability",2984-MIIZL,Male,51,No,No,0,93434,712,93434,Guadalupe,34.936,-120.595,5726
ARTP-ANABM,2550-AEVRU,57,1,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,"One Year",No,"Bank Withdrawal",ARTP-ANABM,17.01,969.57,11,No,No,No,53.45,3053,0,2550-AEVRU,Stayed,No,NULL,NULL,2550-AEVRU,Female,33,No,Yes,2,91364,217,91364,"Woodland Hills",34.1537,-118.593,25988
ASAO-LEUAZ,3144-KMTWZ,71,8,Yes,"Fiber Optic",No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",ASAO-LEUAZ,26.56,1885.76,7,No,Yes,Yes,93.25,6669.45,0,3144-KMTWZ,Stayed,No,NULL,NULL,3144-KMTWZ,Male,40,No,Yes,0,90606,117,90606,Whittier,33.9767,-118.066,32148
ASKD-HPTRN,0254-FNMCI,72,0,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",ASKD-HPTRN,41.91,3017.52,73,Yes,Yes,Yes,109.9,7624.2,0,0254-FNMCI,Stayed,No,NULL,NULL,0254-FNMCI,Female,19,No,No,0,90241,72,90241,Downey,33.9409,-118.129,40152
ASXN-EPDHL,2955-PSXOE,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",ASXN-EPDHL,43.52,43.52,0,No,No,No,20.2,20.2,0,2955-PSXOE,Churned,Yes,Price,"Price too high",2955-PSXOE,Female,48,No,No,0,90290,93,90290,Topanga,34.1152,-118.61,5451
ATAO-SFZZG,4315-MURBD,12,0,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",ATAO-SFZZG,34.92,419.04,23,Yes,Yes,Yes,98.9,1120.95,0,4315-MURBD,Churned,Yes,Price,"Price too high",4315-MURBD,Female,64,No,No,0,94066,883,94066,"San Bruno",37.6244,-122.431,39566
ATCR-QWVQJ,4190-MFLUW,10,6,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Credit Card",ATCR-QWVQJ,9.41,94.1,69,No,No,No,55.2,528.35,0,4190-MFLUW,Churned,Yes,Competitor,"Competitor made better offer",4190-MFLUW,Female,21,No,Yes,0,92121,369,92121,"San Diego",32.8986,-117.203,4258
ATQQ-SJVWJ,4254-QPEDE,52,3,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",ATQQ-SJVWJ,0,0,52,Yes,Yes,Yes,66.25,3330.1,0,4254-QPEDE,Stayed,No,NULL,NULL,4254-QPEDE,Female,22,No,Yes,0,92220,386,92220,Banning,33.9363,-116.85,25859
AUEA-GWKYJ,3987-KQDDU,9,0,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,"Bank Withdrawal",AUEA-GWKYJ,21.11,189.99,6,No,No,No,75.6,661.55,0,3987-KQDDU,Stayed,No,NULL,NULL,3987-KQDDU,Male,58,No,No,0,95476,1275,95476,Sonoma,38.2548,-122.462,34314
AUHC-YIGIL,3733-LSYCE,15,6,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,No,Month-to-Month,No,"Bank Withdrawal",AUHC-YIGIL,30.09,451.35,71,No,No,No,75.35,1114.55,0,3733-LSYCE,Stayed,No,NULL,NULL,3733-LSYCE,Female,22,No,Yes,0,95564,1317,95564,Samoa,40.8096,-124.19,395
AUKN-EKGYO,2072-ZVJJX,68,5,No,None,No,Yes,Yes,No,No,No,No,"Two Year",No,"Bank Withdrawal",AUKN-EKGYO,22.83,1552.44,0,No,No,No,25.25,1728.2,0,2072-ZVJJX,Stayed,No,NULL,NULL,2072-ZVJJX,Male,47,No,Yes,0,95818,1430,95818,Sacramento,38.5563,-121.496,21313
AUVC-CVWLX,0060-FUALY,59,4,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",AUVC-CVWLX,16.39,967.01,14,Yes,No,No,94.75,5597.65,0,0060-FUALY,Stayed,No,NULL,NULL,0060-FUALY,Female,60,No,Yes,0,90003,3,90003,"Los Angeles",33.9641,-118.273,58198
AVAQ-OETUB,3522-CDKHF,32,6,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",AVAQ-OETUB,19.3,617.6,47,No,No,No,75.5,2324.7,0,3522-CDKHF,Stayed,No,NULL,NULL,3522-CDKHF,Female,21,No,Yes,0,95210,1129,95210,Stockton,38.0332,-121.297,40611
AVGM-WSWSR,0596-BQCEQ,62,1,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",AVGM-WSWSR,48.58,3011.96,13,Yes,Yes,Yes,100.15,6283.3,0,0596-BQCEQ,Churned,Yes,Competitor,"Competitor had better devices",0596-BQCEQ,Female,32,No,Yes,0,95547,1302,95547,Hydesville,40.5573,-124.082,1201
AVGO-DCVES,1078-TDCRN,3,7,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",AVGO-DCVES,0,0,3,No,No,No,30.75,82.85,0,1078-TDCRN,Joined,No,NULL,NULL,1078-TDCRN,Female,75,Yes,Yes,0,91301,188,91301,"Agoura Hills",34.1291,-118.76,25303
AVJD-EICRB,1877-HKBQX,11,0,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,"One Year",Yes,"Mailed Check",AVJD-EICRB,1.16,12.76,41,No,No,No,54.6,617.85,0,1877-HKBQX,Stayed,No,NULL,NULL,1877-HKBQX,Female,21,No,No,0,90703,130,90703,Cerritos,33.8681,-118.067,51556
AVUC-QTIFM,0674-EYYZV,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",AVUC-QTIFM,36.33,36.33,4,Yes,No,No,54.65,54.65,0,0674-EYYZV,Joined,No,NULL,NULL,0674-EYYZV,Female,41,No,No,0,90065,55,90065,"Los Angeles",34.1088,-118.23,47534
AVZR-YEIHL,4385-GZQXV,16,0,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",AVZR-YEIHL,9.43,150.88,9,Yes,Yes,Yes,94.45,1511.2,0,4385-GZQXV,Churned,Yes,Competitor,"Competitor had better devices",4385-GZQXV,Female,68,Yes,No,0,91764,269,91764,Ontario,34.0741,-117.606,49474
AWCD-JIOTX,2267-WTPYD,57,1,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,"Credit Card",AWCD-JIOTX,23.05,1313.85,30,No,Yes,No,94,5438.95,0,2267-WTPYD,Stayed,No,NULL,NULL,2267-WTPYD,Female,77,Yes,Yes,0,91344,206,91344,"Granada Hills",34.2913,-118.505,48867
AWKP-AMEVV,3871-IKPYH,1,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",AWKP-AMEVV,16.19,16.19,12,No,No,No,69.1,69.1,0,3871-IKPYH,Churned,NULL,Other,Moved,3871-IKPYH,Male,70,Yes,No,0,93010,607,93010,Camarillo,34.2278,-119.08,42853
AWOF-FNFOH,3544-FBCAS,72,4,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",AWOF-FNFOH,12.84,924.48,22,Yes,Yes,Yes,83.6,5959.3,0,3544-FBCAS,Stayed,No,NULL,NULL,3544-FBCAS,Female,36,No,Yes,1,95466,1269,95466,Philo,39.0941,-123.501,1113
AWQD-JCOYW,4137-BTIKL,2,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,No,"Credit Card",AWQD-JCOYW,27.17,54.34,23,No,Yes,Yes,90.75,174.75,0,4137-BTIKL,Joined,No,NULL,NULL,4137-BTIKL,Male,55,No,No,0,92327,442,92327,Daggett,34.8751,-116.822,678
AWTU-WCJMS,0967-BMLBD,11,8,No,None,No,Yes,No,No,No,No,No,"One Year",Yes,"Credit Card",AWTU-WCJMS,49.19,541.09,0,No,No,No,20,196.35,0,0967-BMLBD,Stayed,No,NULL,NULL,0967-BMLBD,Female,37,No,Yes,1,95325,1178,95325,Hornitos,37.4799,-120.23,128
AWZC-IUCWU,3627-FHKBK,1,0,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,"Mailed Check",AWZC-IUCWU,4.13,4.13,51,No,No,No,75.3,75.3,0,3627-FHKBK,Churned,Yes,Competitor,"Competitor had better devices",3627-FHKBK,Female,28,No,No,0,92806,575,92806,Anaheim,33.838,-117.87,34398
AXAL-YHRBL,1171-TYKUR,47,1,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",AXAL-YHRBL,10.07,473.29,0,No,No,No,25.4,1139.2,0,1171-TYKUR,Stayed,No,NULL,NULL,1171-TYKUR,Male,20,No,Yes,0,90010,9,90010,"Los Angeles",34.0621,-118.316,1957
AXCN-COBFZ,3154-HMWUU,60,9,No,None,No,Yes,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",AXCN-COBFZ,31.29,1877.4,0,No,No,No,20.5,1198.8,0,3154-HMWUU,Stayed,No,NULL,NULL,3154-HMWUU,Male,28,No,Yes,0,95694,1403,95694,Winters,38.5786,-122.025,8406
AXFR-QWPFD,1241-FPMOF,52,0,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Credit Card",AXFR-QWPFD,21.98,1142.96,0,No,No,No,19.65,1025.05,0,1241-FPMOF,Stayed,No,NULL,NULL,1241-FPMOF,Male,31,No,No,0,90740,143,90740,"Seal Beach",33.7546,-118.071,24180
AXHE-KTVGM,0557-ASKVU,18,2,Yes,Cable,Yes,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",AXHE-KTVGM,44.97,809.46,7,No,No,No,54.4,957.1,0,0557-ASKVU,Stayed,No,NULL,NULL,0557-ASKVU,Female,43,No,Yes,0,90210,63,90210,"Beverly Hills",34.0999,-118.414,21397
AXPE-PUKUR,2325-NBPZG,3,0,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",AXPE-PUKUR,10.1,30.3,73,No,No,No,74.55,233.65,0,2325-NBPZG,Joined,No,NULL,NULL,2325-NBPZG,Female,20,No,No,0,94949,1044,94949,Novato,38.0672,-122.524,13361
AYBO-DMVWT,0378-TOVMS,3,0,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,"Bank Withdrawal",AYBO-DMVWT,10.6,31.8,73,No,Yes,Yes,85.8,272.2,0,0378-TOVMS,Churned,Yes,Competitor,"Competitor had better devices",0378-TOVMS,Female,20,No,No,0,95385,1218,95385,Vernalis,37.6091,-121.263,274
AYHI-XUYMV,1453-RZFON,1,0,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,"Credit Card",AYHI-XUYMV,9,9,53,No,No,No,49.9,49.9,0,1453-RZFON,Joined,No,NULL,NULL,1453-RZFON,Female,39,No,No,3,93608,773,93608,"Cantua Creek",36.4881,-120.408,1766
AYIV-MIGQO,1125-SNVCK,49,0,Yes,DSL,Yes,Yes,No,No,No,No,No,"Two Year",No,"Credit Card",AYIV-MIGQO,35.65,1746.85,3,No,No,No,43.8,2106.05,20.45,1125-SNVCK,Stayed,No,NULL,NULL,1125-SNVCK,Female,78,Yes,No,0,90040,37,90040,"Los Angeles",33.9945,-118.15,9805
AYMD-DVNWH,4024-CSNBY,72,8,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",AYMD-DVNWH,11.02,793.44,17,No,No,No,94.25,6849.75,0,4024-CSNBY,Stayed,No,NULL,NULL,4024-CSNBY,Female,39,No,Yes,0,95140,1120,95140,"Mount Hamilton",37.3829,-121.634,38
AYPM-JFUDZ,0793-TWELN,4,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",AYPM-JFUDZ,6.5,26,73,No,No,No,80.15,319.85,0,0793-TWELN,Stayed,No,NULL,NULL,0793-TWELN,Female,27,No,No,0,90026,24,90026,"Los Angeles",34.079,-118.264,73686
AYTJ-PGIRY,1110-KYLGQ,63,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",AYTJ-PGIRY,5.17,325.71,16,Yes,Yes,Yes,108.25,6780.1,0,1110-KYLGQ,Stayed,No,NULL,NULL,1110-KYLGQ,Female,46,No,No,0,95008,1064,95008,Campbell,37.2797,-121.955,44976
AYUF-ZKGTF,3038-PQIUY,38,0,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",AYUF-ZKGTF,20.14,765.32,13,No,No,No,66.15,2522.4,0,3038-PQIUY,Stayed,No,NULL,NULL,3038-PQIUY,Female,39,No,No,0,91917,297,91917,Dulzura,32.623,-116.688,727
AYXY-YUILU,0587-DMGBH,8,0,Yes,Cable,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",AYXY-YUILU,37.79,302.32,25,No,No,No,49.85,365.55,13.01,0587-DMGBH,Churned,Yes,Competitor,"Competitor offered higher download speeds",0587-DMGBH,Female,48,No,No,0,95988,1516,95988,Willows,39.494,-122.286,8812
AZAT-PCPYL,3758-CKOQL,59,7,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",AZAT-PCPYL,41.15,2427.85,48,No,Yes,Yes,107,6152.3,0,3758-CKOQL,Stayed,No,NULL,NULL,3758-CKOQL,Female,20,No,Yes,0,93563,765,93563,Valyermo,34.3958,-117.735,413
AZCP-QIIOJ,0902-RFHOF,38,0,No,None,No,Yes,No,No,No,No,No,"One Year",No,"Credit Card",AZCP-QIIOJ,22.23,844.74,0,No,No,No,20.1,730.1,0,0902-RFHOF,Stayed,No,NULL,NULL,0902-RFHOF,Male,38,No,No,0,95650,1367,95650,Loomis,38.8092,-121.171,11191
AZEI-TPCKG,1091-SOZGA,56,1,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",AZEI-TPCKG,42.37,2372.72,71,Yes,Yes,Yes,99.8,5515.45,0,1091-SOZGA,Stayed,No,NULL,NULL,1091-SOZGA,Female,27,No,Yes,0,90623,120,90623,"La Palma",33.8505,-118.04,15505
AZIC-HXGDW,3913-FCUUW,72,8,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",AZIC-HXGDW,6.85,493.2,19,No,No,No,70.45,5165.7,0,3913-FCUUW,Stayed,No,NULL,NULL,3913-FCUUW,Female,52,No,Yes,1,93230,651,93230,Hanford,36.2922,-119.623,53204
AZUV-ZEIEV,4203-QGNZA,28,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",AZUV-ZEIEV,26.09,730.52,0,No,No,No,20.25,535.35,0,4203-QGNZA,Stayed,No,NULL,NULL,4203-QGNZA,Female,27,No,No,3,90021,19,90021,"Los Angeles",34.029,-118.24,3012
AZYM-MYEHP,1763-KUAAW,18,0,No,None,No,Yes,No,No,No,No,No,"One Year",No,"Bank Withdrawal",AZYM-MYEHP,37.53,675.54,0,No,No,No,20.35,369.6,0,1763-KUAAW,Stayed,No,NULL,NULL,1763-KUAAW,Female,77,Yes,No,0,96048,1554,96048,"Junction City",40.9132,-123.066,734
BACM-PQLFS,3745-HRPHI,66,0,Yes,DSL,Yes,No,No,Yes,No,No,Yes,"Two Year",No,"Bank Withdrawal",BACM-PQLFS,0,0,28,Yes,Yes,Yes,54.65,3632,46.75,3745-HRPHI,Stayed,No,NULL,NULL,3745-HRPHI,Male,49,No,Yes,3,95993,1518,95993,"Yuba City",39.0757,-121.706,27786
BAOL-XKIMG,2038-OEQZH,4,0,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",BAOL-XKIMG,44.36,177.44,20,No,Yes,Yes,86.05,308.1,0,2038-OEQZH,Stayed,No,NULL,NULL,2038-OEQZH,Male,63,No,No,0,92584,515,92584,Menifee,33.6533,-117.178,14068
BAXS-XJFZX,0840-DFEZH,7,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",BAXS-XJFZX,25.17,176.19,17,No,No,No,75.35,564.65,0,0840-DFEZH,Stayed,No,NULL,NULL,0840-DFEZH,Female,63,No,No,0,90036,33,90036,"Los Angeles",34.0703,-118.349,32901
BBFZ-HQCWW,3174-AKMAS,46,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,No,"Two Year",Yes,"Credit Card",BBFZ-HQCWW,37.02,1702.92,6,Yes,No,No,64.2,3009.5,0,3174-AKMAS,Stayed,No,NULL,NULL,3174-AKMAS,Female,61,No,Yes,0,93628,790,93628,Hume,36.8076,-118.902,93
BBJG-SXWMM,2722-JMONI,1,1,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",BBJG-SXWMM,24.24,24.24,9,No,No,No,49.55,49.55,0,2722-JMONI,Churned,Yes,Dissatisfaction,"Limited range of services",2722-JMONI,Female,73,Yes,Yes,0,92029,326,92029,Escondido,33.0798,-117.134,17944
BBVR-TUZSR,1599-MMYRQ,62,1,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,No,"One Year",Yes,"Credit Card",BBVR-TUZSR,39.67,2459.54,41,No,No,No,81.45,4983.05,14.15,1599-MMYRQ,Stayed,No,NULL,NULL,1599-MMYRQ,Male,27,No,Yes,3,95436,1243,95436,Forestville,38.4993,-122.924,6216
BCLZ-TQOTG,3315-TOTBP,15,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,"Mailed Check",BCLZ-TQOTG,44.86,672.9,52,No,No,Yes,76,1130.85,0,3315-TOTBP,Churned,Yes,Dissatisfaction,"Lack of self-service on Website",3315-TOTBP,Male,29,No,No,0,96061,1564,96061,"Mill Creek",40.332,-121.461,78
BCSW-PRSTA,1867-TJHTS,58,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",BCSW-PRSTA,22.71,1317.18,14,No,No,No,79.8,4526.85,0,1867-TJHTS,Stayed,No,NULL,NULL,1867-TJHTS,Female,47,No,No,0,95817,1429,95817,Sacramento,38.5507,-121.457,14966
BDBT-JCLKS,3669-LVWZB,5,0,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,"Mailed Check",BDBT-JCLKS,0,0,59,Yes,Yes,Yes,51,305.95,0,3669-LVWZB,Churned,Yes,Price,"Long distance charges",3669-LVWZB,Male,20,No,No,0,96142,1621,96142,Tahoma,39.0612,-120.18,1291
BDFV-JZYNS,2905-KFQUV,2,9,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",BDFV-JZYNS,7.49,14.98,14,No,No,No,70.4,154.8,0,2905-KFQUV,Joined,No,NULL,NULL,2905-KFQUV,Female,61,No,Yes,0,94038,873,94038,"Moss Beach",37.5156,-122.502,3064
BDHY-QZLQF,3486-KHMLI,21,0,No,None,No,Yes,Yes,No,No,No,No,Month-to-Month,No,"Credit Card",BDHY-QZLQF,31.26,656.46,0,No,No,No,24.7,467.15,0,3486-KHMLI,Stayed,No,NULL,NULL,3486-KHMLI,Male,53,No,No,1,92301,427,92301,Adelanto,34.6678,-117.536,18980
BDRX-EOAIX,2606-RMDHZ,6,0,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,"Credit Card",BDRX-EOAIX,0,0,14,No,No,No,30.5,208.7,0,2606-RMDHZ,Churned,Yes,Competitor,"Competitor had better devices",2606-RMDHZ,Male,47,No,No,0,90713,135,90713,Lakewood,33.8478,-118.113,27563
BDTL-BZSAD,1020-JPQOW,56,1,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",BDTL-BZSAD,2.8,156.8,20,No,No,No,90.55,5116.6,0,1020-JPQOW,Stayed,No,NULL,NULL,1020-JPQOW,Female,63,No,Yes,0,94508,929,94508,Angwin,38.5424,-122.42,3641
BDUN-BTGTO,4057-FKCZK,58,1,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,"Two Year",No,"Bank Withdrawal",BDUN-BTGTO,29.93,1735.94,24,Yes,No,No,82.5,4828.05,0,4057-FKCZK,Stayed,No,NULL,NULL,4057-FKCZK,Male,40,No,Yes,2,93651,805,93651,Prather,37.0072,-119.506,1314
BENL-FXCOY,1223-UNPKS,20,4,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Credit Card",BENL-FXCOY,3.87,77.4,0,No,No,No,20.05,400,0,1223-UNPKS,Stayed,No,NULL,NULL,1223-UNPKS,Male,55,No,Yes,1,96136,1617,96136,Wendel,40.3459,-120.081,162
BFBH-OMPIQ,0361-HJRDX,68,0,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",BFBH-OMPIQ,0,0,28,Yes,Yes,Yes,64.35,4539.6,0,0361-HJRDX,Stayed,No,NULL,NULL,0361-HJRDX,Female,38,No,No,0,91403,223,91403,"Sherman Oaks",34.1471,-118.463,22085
BFGJ-DRVTS,2868-SNELZ,2,0,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",BFGJ-DRVTS,5.32,10.64,20,No,No,No,80.6,155.8,0,2868-SNELZ,Churned,Yes,Competitor,"Competitor made better offer",2868-SNELZ,Female,54,No,No,0,92122,370,92122,"San Diego",32.8572,-117.21,34902
BFIN-DLMOA,0013-EXCHZ,3,3,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,"Credit Card",BFIN-DLMOA,7.38,22.14,11,Yes,No,No,83.9,267.4,0,0013-EXCHZ,Churned,Yes,Dissatisfaction,"Network reliability",0013-EXCHZ,Female,75,Yes,Yes,0,93010,607,93010,Camarillo,34.2278,-119.08,42853
BFVJ-LKHRD,0239-OXEXL,46,0,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,"Credit Card",BFVJ-LKHRD,43.27,1990.42,21,No,No,No,84.25,3847.6,0,0239-OXEXL,Stayed,No,NULL,NULL,0239-OXEXL,Female,37,No,No,0,94619,1007,94619,Oakland,37.7872,-122.146,24518
BFWR-SBYVP,0270-THENM,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",BFWR-SBYVP,28.37,2042.64,18,No,No,No,69.85,5102.35,25.24,0270-THENM,Stayed,No,NULL,NULL,0270-THENM,Male,62,No,Yes,2,91345,207,91345,"Mission Hills",34.2664,-118.46,17112
BGDU-PQWZT,0749-IRGQE,13,5,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",BGDU-PQWZT,0,0,9,Yes,Yes,No,45.3,528.45,0,0749-IRGQE,Stayed,No,NULL,NULL,0749-IRGQE,Female,68,Yes,Yes,0,90621,119,90621,"Buena Park",33.8742,-117.993,33528
BGHH-BKAHS,2545-LXYVJ,72,1,No,None,No,Yes,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",BGHH-BKAHS,21.72,1563.84,0,No,No,No,20.7,1492.1,0,2545-LXYVJ,Stayed,No,NULL,NULL,2545-LXYVJ,Male,19,No,Yes,0,94585,983,94585,"Suisun City",38.1979,-122.017,39279
BGJQ-NRRIG,3400-ESFUW,55,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,No,"Two Year",No,"Bank Withdrawal",BGJQ-NRRIG,8.8,484,48,No,No,No,57.55,3046.4,0,3400-ESFUW,Churned,Yes,Competitor,"Competitor offered more data",3400-ESFUW,Male,28,No,Yes,0,95014,1067,95014,Cupertino,37.3066,-122.081,54431
BGND-YHBUX,1803-BGNBD,12,0,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",BGND-YHBUX,37.63,451.56,26,No,No,No,54.3,654.5,0,1803-BGNBD,Stayed,No,NULL,NULL,1803-BGNBD,Female,59,No,No,0,90402,103,90402,"Santa Monica",34.0359,-118.504,11509
BGOQ-UWRFH,0618-XWMSS,28,0,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,"Bank Withdrawal",BGOQ-UWRFH,44.28,1239.84,5,No,No,No,74.9,2068.55,0,0618-XWMSS,Churned,Yes,Price,"Long distance charges",0618-XWMSS,Male,60,No,No,0,93280,682,93280,Wasco,35.6522,-119.446,22760
BGQK-EKMZM,3870-MQAMG,54,1,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,Yes,"One Year",No,"Bank Withdrawal",BGQK-EKMZM,2.18,117.72,71,Yes,Yes,Yes,110.35,5893.15,0,3870-MQAMG,Churned,Yes,Competitor,"Competitor had better devices",3870-MQAMG,Female,21,No,Yes,0,93208,639,93208,"Camp Nelson",36.0575,-118.592,191
BGTL-UTPCW,1051-EQPZR,44,1,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",BGTL-UTPCW,4.17,183.48,0,No,No,No,19.6,780.25,0,1051-EQPZR,Stayed,No,NULL,NULL,1051-EQPZR,Female,21,No,Yes,2,94305,919,94305,Stanford,37.4243,-122.166,13386
BGTW-BPGYP,2632-IVXVF,68,3,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",No,"Credit Card",BGTW-BPGYP,14.11,959.48,57,Yes,Yes,Yes,111.75,7511.3,0,2632-IVXVF,Stayed,No,NULL,NULL,2632-IVXVF,Female,40,No,Yes,3,93238,654,93238,Kernville,35.8529,-118.398,1873
BGXD-WASXX,2495-TTHBQ,4,0,No,None,No,Yes,No,No,No,No,No,"One Year",Yes,"Credit Card",BGXD-WASXX,32.15,128.6,0,No,No,No,20.4,84.75,0,2495-TTHBQ,Stayed,No,NULL,NULL,2495-TTHBQ,Female,52,No,No,1,92253,404,92253,"La Quinta",33.6955,-116.311,23971
